ModelxMeasure;TP;TN;FP;FN;TError_I;TError_II;ACC;SENS;SPEC;BS;AUC;KS;CV_ACC_Mean;CV_AUC_Mean;Sector;Dataset;ModelScope;SplitYear;TrainRows;TestRows;TrainRowsUsed;TestRowsScored
XGB;3.0;416.0;15.0;0.0;3.48;0.0;0.9654377880184332;1.0;0.9651972157772621;0.0388140007853508;0.9926527455529776;0.974477958236659;0.8571428571428571;0.9083333333333332;Utilities;dataset41;sector_only;2015;1060;434;34;434
XGB;3.0;414.0;17.0;0.0;3.94;0.0;0.9608294930875576;1.0;0.9605568445475638;0.03320614993572235;0.991492652745553;0.9860788863109049;0.9472222222222222;0.9655864197530863;Utilities;dataset41;global_on_sector_test;2015;7094;434;360;434
XGB;2.0;288.0;53.0;2.0;15.54;50.0;0.8405797101449275;0.5;0.844574780058651;0.11540327966213226;0.8541055718475072;0.6275659824046921;0.8220588235294117;0.8878472222222221;Utilities;dataset12;sector_only;2015;1059;345;84;345
XGB;3.0;310.0;31.0;1.0;9.09;25.0;0.9072463768115943;0.75;0.9090909090909091;0.0693831741809845;0.8885630498533724;0.7030791788856305;0.8114942528735632;0.884502576298058;Utilities;dataset12;global_on_sector_test;2015;7069;345;870;345
XGB;70.0;70.0;105.0;44.0;60.0;38.6;0.4844290657439446;0.6140350877192983;0.4;0.3724267780780792;0.5092230576441102;0.05949874686716794;0.5675675675675675;0.6115047479912346;Utilities;dataset22;sector_only;2015;829;289;740;289
XGB;61.0;82.0;93.0;53.0;53.14;46.49;0.49480968858131485;0.5350877192982456;0.4685714285714286;0.31703445315361023;0.5014035087719299;0.049974937343358394;0.574421115317821;0.6012027278053443;Utilities;dataset22;global_on_sector_test;2015;5731;289;5482;289
XGB;86.0;111.0;119.0;29.0;51.74;25.22;0.5710144927536231;0.7478260869565218;0.4826086956521739;0.3177646994590759;0.6657088846880908;0.27391304347826084;0.6658092438347215;0.7392596476335523;Utilities;dataset32;sector_only;2015;1059;345;784;345
XGB;81.0;103.0;127.0;34.0;55.22;29.57;0.5333333333333333;0.7043478260869566;0.44782608695652176;0.2905980944633484;0.6221928166351607;0.21739130434782616;0.6501016654862808;0.7084736047097998;Utilities;dataset32;global_on_sector_test;2015;7080;345;5916;345
XGB;1.0;296.0;46.0;2.0;13.45;66.67;0.8608695652173913;0.3333333333333333;0.8654970760233918;0.09559313952922821;0.7417153996101364;0.4649122807017544;0.725;0.79375;Utilities;dataset42;sector_only;2015;1059;345;40;345
XGB;2.0;292.0;50.0;1.0;14.62;33.33;0.8521739130434782;0.6666666666666666;0.8538011695906432;0.12329517304897308;0.8723196881091617;0.8216374269005848;0.8002351097178682;0.8456491447241976;Utilities;dataset42;global_on_sector_test;2015;7080;345;436;345
XGB;1.0;200.0;55.0;2.0;21.57;66.67;0.7790697674418605;0.3333333333333333;0.7843137254901961;0.16283848881721497;0.6013071895424836;0.3254901960784313;0.775;0.8;Utilities;dataset13;sector_only;2015;1058;258;80;258
XGB;2.0;222.0;33.0;1.0;12.94;33.33;0.8682170542635659;0.6666666666666666;0.8705882352941177;0.099722720682621;0.8235294117647058;0.5764705882352941;0.7662921348314606;0.8275217775533392;Utilities;dataset13;global_on_sector_test;2015;7054;258;890;258
XGB;52.0;56.0;60.0;51.0;51.72;49.51;0.4931506849315068;0.5048543689320388;0.4827586206896552;0.3716367483139038;0.4802477402075661;0.0434382323401406;0.5666666666666667;0.6022762345679011;Utilities;dataset23;sector_only;2015;856;219;720;219
XGB;58.0;61.0;55.0;45.0;47.41;43.69;0.54337899543379;0.5631067961165048;0.5258620689655172;0.2837165892124176;0.5523937060595915;0.17860729829260125;0.5387029827025118;0.5575391065181486;Utilities;dataset23;global_on_sector_test;2015;5903;219;5452;219
XGB;62.0;82.0;72.0;42.0;46.75;40.38;0.5581395348837209;0.5961538461538461;0.5324675324675324;0.31804609298706055;0.6019605394605394;0.19780219780219788;0.618421052631579;0.6847991689750692;Utilities;dataset33;sector_only;2015;1059;258;760;258
XGB;57.0;88.0;66.0;47.0;42.86;45.19;0.562015503875969;0.5480769230769231;0.5714285714285714;0.2675584852695465;0.6118881118881119;0.20641858141858138;0.6004708891164132;0.6440295599950734;Utilities;dataset33;global_on_sector_test;2015;7065;258;5892;258
XGB;1.0;192.0;64.0;1.0;25.0;50.0;0.748062015503876;0.5;0.75;0.1596321016550064;0.69921875;0.4921875;0.825;0.875;Utilities;dataset43;sector_only;2015;1059;258;40;258
XGB;2.0;208.0;48.0;0.0;18.75;0.0;0.813953488372093;1.0;0.8125;0.13787700235843658;0.92578125;0.8984375;0.7622222222222222;0.8399012345679013;Utilities;dataset43;global_on_sector_test;2015;7065;258;450;258
